datetime,city,latitude,longitude,temperature_celsius,humidity_pct,pressure_hpa,wind_speed_ms,visibility,rain,clouds,weather_condition,weather_description
2024-09-26 11:48:56+03,Chepareria,1.30811,35.20660,22.19,79,1059,17.59,17575,0.84,99,clear,light rain
2024-10-10 04:07:33+03,Kabarnet,0.49011,35.74342,32.35,40,962,7.22,600,0.14,3,clouds,foggy
2024-07-15 03:04:54+03,Nakuru,-0.30310,36.08003,17.71,41,986,14.65,14003,0.97,1,clouds,light rain
2024-08-20 04:54:30+03,Kinango,-4.13934,39.31803,17.72,6,974,16.11,14329,0.37,73,rain,foggy
2024-09-24 13:50:54+03,Pumwani,-1.28166,36.84588,20.11,17,994,15.97,10739,0.56,71,rain,light rain
2024-07-05 01:03:28+03,Eldoret,0.51428,35.26978,29.63,89,972,12.11,16513,0.3,22,thunderstorms,cloudy
2024-09-25 08:00:00+03,Lodwar,3.11552,35.60408,36.49,8,893,14.63,2553,0.6,72,rain,thunderstorms
2024-09-18 10:54:22+03,Litein,-0.58262,35.19012,24.16,35,1068,1.92,7989,0.39,65,thunderstorms,light rain
2024-07-17 10:02:35+03,Meru,0.05147,37.64560,25.51,22,1061,4.28,15370,0.98,59,clouds,moderate rain
2024-08-07 13:04:19+03,Kihancha,-1.19398,34.61650,14.29,38,1038,0.16,9840,0.26,15,drizzle,partly cloudy
2024-08-28 14:59:00+03,Kilifi,-3.51065,39.90933,16.82,45,951,18.25,6266,0.99,26,drizzle,stormy
2024-09-28 12:04:03+03,Malindi,-3.21919,40.11689,10.45,14,1079,5.95,6989,0.79,68,thunderstorms,heavy snow
2024-10-03 19:36:04+03,Keruguya,-0.49933,37.27848,38.22,93,965,13.96,6509,0.14,42,rain,partly cloudy
2024-10-06 02:23:41+03,Garissa,-0.45323,39.64610,39.26,75,902,7.33,6379,0.29,44,clear,windy
2024-07-22 05:10:08+03,Nyahururu,0.03516,36.36429,28.56,13,980,4.43,6230,0.13,32,clear,snowy
2024-08-15 04:47:26+03,Busia,0.46077,34.11146,21.27,79,1082,3.45,3341,0.73,21,drizzle,partly cloudy
2024-06-22 21:02:06+03,Homa Bay,-0.53504,34.45310,15.6,35,880,4.39,2602,0.42,57,clouds,thunderstorms with light rains
2024-06-17 18:17:03+03,Pumwani,-1.28166,36.84588,39.73,41,984,11.43,4420,0.92,32,thunderstorms,thunderstorms with light rains
2024-09-10 16:36:06+03,Konza,-1.77758,37.10977,18.84,15,913,9.81,7924,0.91,67,snow,thunderstorms with light rains
2024-06-27 18:35:08+03,Athi River,-1.45772,36.97850,22.23,26,959,0.91,10264,0.33,26,clouds,moderate rain
2024-08-06 17:08:56+03,Kihancha,-1.19398,34.61650,38.49,40,1063,2.69,10196,0.58,27,rain,windy
2024-08-06 20:36:30+03,Kakamega,0.28273,34.75186,30.91,74,890,11.6,10559,0.72,93,clouds,snowy
2024-08-09 02:16:41+03,Siaya,-0.09982,34.27470,37.03,84,995,2.18,11734,0.46,86,rain,hazy
2024-06-12 00:28:34+03,Ol Kalou,-0.27270,36.37752,30.12,87,1063,19.34,13647,0.14,36,drizzle,stormy
2024-08-27 21:46:56+03,Chepareria,1.30811,35.20660,15.47,55,917,14.22,12939,0.87,26,snow,stormy
2024-07-08 14:35:46+03,Meru,0.05147,37.64560,37.43,50,948,15.49,6979,0.05,3,clouds,thunderstorms
2024-07-25 03:18:26+03,Garissa,-0.45323,39.64610,17.69,29,975,12.17,5528,0.31,3,snow,moderate rain
2024-08-27 12:07:42+03,Machakos,-1.51768,37.26341,16.01,35,1016,11.98,18744,0.12,88,rain,heavy snow
2024-08-09 14:12:43+03,Bungoma,0.56953,34.55838,16.31,40,1073,12.58,3001,0.31,72,clear,cloudy
2024-09-18 18:27:49+03,Bungoma,0.56953,34.55838,25.2,12,976,18.42,474,0.42,19,snow,sunny
2024-06-01 08:10:52+03,Marsabit,2.33550,37.99435,10.37,56,1006,14.37,2209,0.22,7,drizzle,foggy
2024-06-02 04:40:28+03,Molo,-0.24884,35.73237,32.1,28,1007,13.14,6389,0.19,39,snow,thunderstorms with light rains
2024-08-10 21:08:14+03,Lodwar,3.11552,35.60408,31.76,83,907,7.41,9870,0.76,62,clouds,cloudy
2024-08-04 19:13:25+03,Kakamega,0.28273,34.75186,12.64,58,1022,9.15,14403,0.55,13,rain,sunny
2024-10-10 01:44:46+03,Makueni,-1.78650,37.63111,11.58,54,994,19.71,11244,0.72,7,thunderstorms,heavy snow
2024-07-22 15:26:00+03,Konza,-1.77758,37.10977,22.66,45,1056,4.78,6328,0.38,33,thunderstorms,windy
2024-07-29 14:31:42+03,Kapsabet,0.20296,35.09784,13.24,61,1052,5.22,15541,0.1,80,thunderstorms,partly cloudy
2024-08-21 14:11:19+03,Migori,-1.07070,34.47527,11.58,68,933,9.04,14977,0.39,12,snow,snowy
2024-07-14 15:36:38+03,Ol Kalou,-0.27270,36.37752,29.09,17,879,12.64,18210,0.8,4,clear,hazy
2024-06-01 15:47:30+03,Keruguya,-0.49933,37.27848,28.31,51,1022,3.51,2923,0.37,72,rain,partly cloudy
2024-07-27 07:53:05+03,Kilifi,-3.51065,39.90933,35.19,87,964,5.02,12372,0.8,40,drizzle,heavy snow
2024-07-18 05:29:04+03,Londiani,-0.16347,35.59314,10.38,89,999,8.01,1637,0.44,71,snow,hazy
2024-10-11 14:20:07+03,Makueni,-1.78650,37.63111,21.77,51,1025,11.26,4790,0.09,26,clouds,windy
2024-06-11 05:17:48+03,Kabarnet,0.49011,35.74342,29.4,59,919,19.46,4214,0.11,24,clear,thunderstorms with light rains
2024-07-02 12:57:47+03,Molo,-0.24884,35.73237,37.81,78,896,12.64,15686,0.52,92,drizzle,heavy snow
2024-06-17 17:08:20+03,Kiambu,-1.17481,36.83041,10.63,76,1044,17.56,11926,0.37,49,drizzle,partly cloudy
2024-06-19 11:23:34+03,Kapenguria,1.24819,35.11037,38.44,38,982,0.8,13894,0.57,53,clear,hazy
2024-06-08 01:22:57+03,Kinango,-4.13934,39.31803,15.05,94,928,15.96,9182,0.73,41,drizzle,sunny
2024-08-06 21:26:08+03,Busia,0.46077,34.11146,13.71,2,1023,13.33,14991,0.5,98,rain,thunderstorms with light rains
2024-06-06 09:57:02+03,Busia,0.46077,34.11146,29.73,68,978,14.11,6784,0.04,54,rain,foggy
2024-08-27 19:17:14+03,Embu,-0.53884,37.45964,23.11,58,945,4.28,17039,0.87,92,rain,snowy
2024-08-25 07:02:47+03,Siaya,-0.09982,34.27470,28.8,74,912,1.36,19554,0.41,63,rain,partly cloudy
2024-06-15 13:53:52+03,Ol Kalou,-0.27270,36.37752,38.04,65,996,2.09,13489,0.37,56,rain,cloudy
2024-06-25 23:28:14+03,Malikisi,0.68124,34.42121,38.17,23,901,3.34,7528,0.51,44,snow,partly cloudy
2024-06-07 17:15:49+03,Narok,-1.08754,35.87706,31.39,76,1029,13.43,18125,0.7,48,drizzle,heavy snow
2024-09-30 18:23:51+03,Mandera,3.93564,41.85512,10.9,29,894,6.56,4974,0.5,63,drizzle,windy
2024-07-10 06:50:16+03,Kitui,-1.37508,37.99521,37.96,12,988,5.36,1819,0.05,57,drizzle,thunderstorms
2024-07-07 10:28:03+03,Butere,0.21982,34.49190,39.56,23,990,4.27,14468,0.49,73,clear,stormy
2024-08-24 00:14:35+03,Busia,0.46077,34.11146,39.17,99,1023,15.19,5821,0.66,84,rain,foggy
2024-08-17 14:32:54+03,Keroka,-0.77711,34.94584,36.71,93,1021,15.26,11842,0.41,91,drizzle,thunderstorms with light rains
2024-10-06 16:57:42+03,Moyale,3.53998,39.05284,12.97,24,962,16.9,17075,0.26,99,rain,snowy
2024-07-24 18:13:06+03,Makueni,-1.78650,37.63111,33.6,67,961,13.92,16151,0.23,8,drizzle,moderate rain
2024-08-27 22:19:08+03,Nanyuki,0.00744,37.07223,38.3,39,1069,1.24,7021,0.31,23,thunderstorms,partly cloudy
2024-09-17 10:32:22+03,Kakamega,0.28273,34.75186,25.53,85,941,15.53,15217,0.73,85,clouds,thunderstorms with light rains
2024-08-05 04:11:21+03,Malikisi,0.68124,34.42121,32.16,30,997,18.07,1369,0.16,0,thunderstorms,cloudy
2024-06-20 19:24:47+03,Kapsabet,0.20296,35.09784,12,81,1076,9.65,201,0.55,68,snow,hazy
2024-08-06 03:09:33+03,Malindi,-3.21919,40.11689,17.75,54,896,17.67,7302,0.18,48,drizzle,heavy snow
2024-10-10 04:00:42+03,Kakamega,0.28273,34.75186,15.43,83,982,12.12,14591,0.34,7,rain,hazy
2024-07-19 01:27:08+03,Eldoret,0.51428,35.26978,37.04,17,923,5.87,12030,0.9,20,thunderstorms,thunderstorms
2024-07-17 01:42:55+03,Migori,-1.07070,34.47527,13.23,66,1078,3.75,4902,0.43,64,rain,light rain
2024-07-26 03:04:51+03,Homa Bay,-0.53504,34.45310,22.74,82,971,7.13,13819,0.15,81,rain,stormy
2024-06-29 21:02:55+03,Kabarnet,0.49011,35.74342,10.64,24,879,14.39,9092,0.16,20,snow,stormy
2024-07-01 15:30:22+03,Kabarnet,0.49011,35.74342,26.84,60,1060,16.18,9026,0.41,87,clouds,partly cloudy
2024-08-17 05:59:55+03,Kakamega,0.28273,34.75186,39.18,99,897,8.41,14313,0.12,57,clouds,heavy snow
2024-06-29 00:32:07+03,Maralal,1.09314,36.70183,35.34,16,896,4.4,2381,0.95,5,clear,stormy
2024-07-13 04:38:48+03,Machakos,-1.51768,37.26341,30.3,78,877,18.51,18128,0.86,39,clouds,heavy snow
2024-06-08 03:08:52+03,Kiambu,-1.17481,36.83041,12.99,67,1051,9.47,15610,0.61,93,clear,thunderstorms with light rains
2024-09-24 01:56:45+03,Keruguya,-0.49933,37.27848,31.34,6,1061,9.05,9333,0.76,24,clear,windy
2024-09-17 02:07:17+03,Nanyuki,0.00744,37.07223,13.56,58,1019,10.77,14622,0.7,58,rain,thunderstorms
2024-09-29 17:58:56+03,Kinango,-4.13934,39.31803,20.3,21,1053,8.09,2090,0.03,75,drizzle,light rain
2024-09-26 16:48:06+03,Kisumu,-0.09170,34.76796,35.1,90,951,18.93,16373,0.3,12,clouds,heavy snow
2024-09-20 23:17:35+03,Nyahururu,0.03516,36.36429,25.6,5,934,6.27,9918,0.93,14,clear,cloudy
2024-08-24 09:56:06+03,Chepareria,1.30811,35.20660,32.53,46,886,14.7,694,0.74,69,clear,sunny
2024-09-08 09:07:15+03,Bungoma,0.56953,34.55838,23.35,80,1032,13.97,13313,0.88,71,clear,windy
2024-07-13 04:23:58+03,Homa Bay,-0.53504,34.45310,29.56,73,880,4.9,13178,0.37,19,drizzle,sunny
2024-07-22 19:15:19+03,Mbale,1.07844,34.18101,28.4,91,879,5.29,16756,0.49,44,thunderstorms,thunderstorms
2024-10-02 12:35:08+03,Eldoret,0.51428,35.26978,18.83,55,1041,4.49,1208,0.27,68,clear,hazy
2024-09-07 23:59:57+03,Litein,-0.58262,35.19012,20.39,25,1084,5.96,16922,0.42,88,clear,sunny
2024-07-24 22:17:33+03,Eldoret,0.51428,35.26978,37.92,22,951,18.08,2066,0.21,94,clouds,foggy
2024-06-20 17:54:53+03,Moyale,3.53998,39.05284,23.24,5,1068,4.22,14379,0.43,83,thunderstorms,stormy
2024-07-08 03:19:06+03,Kapsabet,0.20296,35.09784,29.85,23,889,8.28,19702,0.64,71,drizzle,heavy snow
2024-06-28 01:26:03+03,Konza,-1.77758,37.10977,24.69,2,1000,3.2,3455,0.28,63,rain,windy
2024-10-04 14:51:40+03,Kilifi,-3.51065,39.90933,10.35,85,1085,10.75,6883,0.24,93,snow,foggy
2024-06-06 19:45:53+03,Migori,-1.07070,34.47527,11.76,97,1018,17.66,12267,0.93,31,snow,foggy
2024-07-02 17:35:28+03,Malindi,-3.21919,40.11689,29.3,48,969,7.23,8798,0.44,16,clouds,heavy snow
2024-08-23 13:27:35+03,Homa Bay,-0.53504,34.45310,17.33,34,980,3.6,9999,0.13,12,snow,thunderstorms
2024-06-10 18:30:40+03,Keruguya,-0.49933,37.27848,13.08,7,999,0.56,13611,0.99,14,drizzle,stormy
2024-07-19 03:28:25+03,Mombasa,-4.04348,39.66821,14.13,46,946,7.13,2557,0.17,59,clouds,moderate rain
2024-08-06 22:34:22+03,Makueni,-1.78650,37.63111,11.91,75,873,15.41,1129,0,35,rain,light rain
2024-08-04 21:30:52+03,Mombasa,-4.04348,39.66821,24.07,29,983,6.86,8557,0.71,15,snow,windy
2024-07-19 04:06:54+03,Mandera,3.93564,41.85512,11.04,94,884,15.09,19859,0.31,7,thunderstorms,heavy snow
2024-07-18 09:11:40+03,Nanyuki,0.00744,37.07223,17.72,1,1020,2.49,4865,0.12,30,snow,partly cloudy
2024-07-19 04:51:05+03,Embu,-0.53884,37.45964,33.81,93,966,1.3,11654,0.76,7,snow,thunderstorms
2024-08-22 18:35:32+03,Moyale,3.53998,39.05284,31.63,60,872,11.23,13710,0.76,16,drizzle,thunderstorms
2024-08-03 23:18:16+03,Kakamega,0.28273,34.75186,19.96,6,1028,3.89,2081,0.02,54,clear,snowy
2024-09-11 07:31:00+03,Kiambu,-1.17481,36.83041,39.88,23,895,19.8,6981,0.98,13,clear,sunny
2024-08-11 05:39:41+03,Homa Bay,-0.53504,34.45310,36.23,85,928,3.02,13155,0.11,49,rain,cloudy
2024-07-19 02:21:34+03,Kilifi,-3.51065,39.90933,28.49,61,970,18.74,3749,0.19,7,snow,stormy
2024-08-19 02:59:22+03,Narok,-1.08754,35.87706,19.2,72,929,11.13,3060,0.33,98,clear,windy
2024-09-05 07:26:10+03,Garissa,-0.45323,39.64610,28.08,65,1016,10.92,1186,0.82,2,rain,light rain
2024-10-04 13:35:57+03,Thika,-1.03876,37.08338,12.39,81,941,1.16,8492,0.78,63,clear,snowy
2024-10-02 06:44:01+03,Mbale,1.07844,34.18101,25.99,40,979,19.42,15439,0.68,44,drizzle,windy
2024-06-29 13:48:08+03,Mbale,1.07844,34.18101,21.16,59,912,7.31,8720,0.66,7,clear,thunderstorms with light rains
2024-07-01 20:07:13+03,Machakos,-1.51768,37.26341,34.81,25,966,14.21,746,0.5,96,rain,sunny
2024-07-16 03:22:19+03,Eldama Ravine,0.05304,35.72977,31.41,59,953,3.54,10875,0.21,20,clear,cloudy
2024-07-26 01:49:19+03,Marsabit,2.33550,37.99435,25.17,94,883,18.67,3589,0.15,11,drizzle,foggy
2024-10-02 08:24:00+03,Kisumu,-0.09170,34.76796,15.09,56,902,17.95,3846,0.49,97,drizzle,heavy snow
2024-08-28 07:35:38+03,Kiambu,-1.17481,36.83041,37.32,88,901,12.67,10318,0.25,85,snow,snowy
2024-09-07 10:57:01+03,Nyeri,-0.42778,36.94336,21.15,72,939,4.29,18499,0.51,99,clouds,thunderstorms with light rains
2024-10-11 08:19:15+03,Wajir,1.74884,40.05863,22.98,20,1080,9.32,15366,0.04,50,clouds,hazy
2024-06-04 19:04:08+03,Muhoroni,-0.15661,35.19836,17.1,50,899,9.15,1633,0.2,22,clear,partly cloudy
2024-07-10 12:20:28+03,Lugulu,0.39361,34.30528,14.81,91,897,11.66,4267,0.92,29,thunderstorms,foggy
2024-07-27 12:22:56+03,Isiolo,0.35564,37.58331,15.48,54,1067,0.04,5514,0.08,15,clouds,moderate rain
2024-08-05 00:20:06+03,Chepareria,1.30811,35.20660,20.09,43,928,8.8,3351,0.37,42,clouds,cloudy
2024-09-27 22:24:40+03,Pumwani,-1.28166,36.84588,27.04,58,935,1.96,14830,0.78,53,rain,sunny
2024-09-29 10:52:26+03,Lodwar,3.11552,35.60408,26.94,92,883,8.43,13908,0.75,70,thunderstorms,light rain
2024-07-26 08:34:17+03,Pumwani,-1.28166,36.84588,11.14,83,1001,9.29,19557,0.23,4,thunderstorms,sunny
2024-08-24 16:29:16+03,Malaba,0.63621,34.27828,25.91,71,915,18.97,13712,0.99,56,snow,light rain
2024-09-06 15:40:50+03,Busia,0.46077,34.11146,18.21,37,985,7.93,796,0.1,61,clear,windy
2024-08-13 09:27:54+03,Malindi,-3.21919,40.11689,12.38,78,1035,7.7,19190,0.33,71,snow,hazy
2024-08-23 17:52:46+03,Malaba,0.63621,34.27828,28.78,51,962,4.32,3900,0.62,38,thunderstorms,partly cloudy
2024-09-23 07:03:48+03,Kinango,-4.13934,39.31803,32.68,8,909,9.66,9840,0.66,34,rain,partly cloudy
2024-08-25 04:17:44+03,Kisumu,-0.09170,34.76796,15.32,93,1070,19.84,15660,0.53,31,clouds,windy
2024-09-19 23:03:01+03,Chepareria,1.30811,35.20660,26.13,28,893,7.64,15680,0.57,71,drizzle,thunderstorms
2024-09-06 23:07:53+03,Marsabit,2.33550,37.99435,20.3,64,1069,17.21,1273,0.64,54,drizzle,moderate rain
2024-06-21 10:28:04+03,Eldama Ravine,0.05304,35.72977,14.68,88,1024,6.76,1751,0,96,rain,moderate rain
2024-07-04 08:17:13+03,Nairobi,-1.29207,36.82195,14.8,21,1053,2.14,6606,0.59,33,snow,thunderstorms
2024-07-26 04:55:07+03,Lodwar,3.11552,35.60408,37.82,24,1015,19,9716,0.03,47,thunderstorms,heavy snow
2024-10-04 21:32:00+03,Molo,-0.24884,35.73237,35.36,89,885,14.3,11504,0.51,29,rain,partly cloudy
2024-07-18 18:24:09+03,Bungoma,0.56953,34.55838,16.96,51,1028,15.2,16313,0.69,53,clouds,light rain
2024-08-30 00:47:41+03,Machakos,-1.51768,37.26341,27.26,21,991,0.05,18331,0.7,78,drizzle,moderate rain
2024-09-30 16:39:55+03,Siaya,-0.09982,34.27470,29.43,18,968,5.43,1988,0.46,98,snow,partly cloudy
2024-07-14 05:13:33+03,Mombasa,-4.04348,39.66821,16.18,49,920,9.71,10779,0.56,74,thunderstorms,snowy
2024-09-26 18:45:33+03,Malikisi,0.68124,34.42121,10.45,43,878,15.07,15475,0.84,68,rain,hazy
2024-07-15 22:10:58+03,Kilifi,-3.51065,39.90933,12.48,21,1058,8.37,4590,0.29,61,clear,hazy
2024-07-23 16:07:39+03,Makueni,-1.78650,37.63111,30.49,11,898,7.3,16580,0.76,1,clouds,partly cloudy
2024-07-27 23:26:02+03,Kabarnet,0.49011,35.74342,15.5,20,914,6.95,3380,0.99,93,clear,moderate rain
2024-07-25 17:47:16+03,Butere,0.21982,34.49190,30.31,61,886,1.7,14052,0.35,64,drizzle,hazy
2024-09-04 03:51:55+03,Konza,-1.77758,37.10977,31.82,52,893,5.16,7876,0.91,72,clouds,moderate rain
2024-08-26 17:15:42+03,Konza,-1.77758,37.10977,11.93,67,1031,17.86,9009,0.85,7,clear,thunderstorms
2024-06-16 09:14:37+03,Malaba,0.63621,34.27828,23.51,99,1071,2.1,3616,0.75,70,snow,thunderstorms with light rains
2024-10-02 18:21:58+03,Busia,0.46077,34.11146,20.12,75,1018,14.35,774,0.98,75,rain,light rain
2024-09-30 12:51:05+03,Mbale,1.07844,34.18101,30.81,27,934,2.62,19882,0.47,22,thunderstorms,partly cloudy
2024-07-03 14:05:49+03,Bungoma,0.56953,34.55838,39.22,10,907,17.26,7594,0.84,13,thunderstorms,heavy snow
2024-09-29 17:54:59+03,Voi,-3.39731,38.55593,20.93,23,1016,2.62,17949,0.37,18,clear,stormy
2024-08-13 05:13:19+03,Voi,-3.39731,38.55593,17.84,64,917,11.65,3782,0.61,28,clear,partly cloudy
2024-06-27 02:00:00+03,Molo,-0.24884,35.73237,24.4,100,1050,10.36,18501,0.22,49,rain,cloudy
2024-09-23 02:22:47+03,Migori,-1.07070,34.47527,14.55,21,906,19.64,19477,0.49,40,snow,hazy
2024-06-23 15:16:59+03,Karuri,-0.71344,37.03735,13.7,40,897,19.17,10561,0.03,53,drizzle,partly cloudy
2024-07-22 09:28:47+03,Siaya,-0.09982,34.27470,33.51,74,943,4.52,14016,0.52,56,rain,foggy
2024-07-11 20:46:23+03,Kilifi,-3.51065,39.90933,18.52,13,952,7.39,10329,0.38,20,drizzle,stormy
2024-09-16 04:17:25+03,Migori,-1.07070,34.47527,34.86,60,1013,10.15,13668,0.38,63,drizzle,light rain
2024-09-08 16:30:03+03,Garissa,-0.45323,39.64610,17.73,2,1006,15.05,6897,0.21,38,clear,thunderstorms with light rains
2024-07-24 20:34:36+03,Narok,-1.08754,35.87706,22.19,50,975,5.32,7441,0.04,68,rain,thunderstorms
2024-07-26 01:35:13+03,Keruguya,-0.49933,37.27848,27.66,18,970,11.1,2681,0.24,18,snow,stormy
2024-09-16 07:39:11+03,Kabarnet,0.49011,35.74342,18.46,31,870,11.83,3006,0.45,26,drizzle,sunny
2024-06-11 22:57:07+03,Siaya,-0.09982,34.27470,35.7,5,990,4.72,6832,0.49,63,clouds,heavy snow
2024-07-03 15:59:54+03,Kakamega,0.28273,34.75186,14.59,45,1031,6.77,7056,0.01,52,thunderstorms,snowy
2024-07-06 00:13:27+03,Nakuru,-0.30310,36.08003,18.03,76,988,1.49,15649,0.95,45,rain,windy
2024-09-24 13:29:06+03,Homa Bay,-0.53504,34.45310,29.1,17,947,1.53,1686,0.67,40,snow,sunny
2024-06-02 02:40:24+03,Nyahururu,0.03516,36.36429,37.87,78,1033,13.16,13788,0.9,36,thunderstorms,cloudy
2024-07-26 08:01:35+03,Webuye,0.59921,34.77960,28,74,939,5.92,5645,0.27,7,rain,light rain
2024-06-28 13:55:05+03,Mumias,0.33322,34.48774,20.71,46,1044,9.68,8676,0.88,61,rain,heavy snow
2024-07-10 00:17:13+03,Narok,-1.08754,35.87706,26.52,77,963,5.76,4810,0.69,47,clear,partly cloudy
2024-09-17 15:07:41+03,Molo,-0.24884,35.73237,37.75,76,987,16.25,16298,0.7,24,clouds,partly cloudy
2024-07-17 12:19:41+03,Lodwar,3.11552,35.60408,38.54,34,999,6.86,4170,1,11,clear,hazy
2024-08-06 23:00:21+03,Busia,0.46077,34.11146,23.25,87,1011,0.51,12643,0.85,23,clouds,windy
2024-06-23 01:14:58+03,Kericho,-0.36890,35.28629,28.98,56,1085,0.56,18442,0.83,65,clouds,thunderstorms with light rains
2024-07-29 20:04:46+03,Narok,-1.08754,35.87706,27.4,9,890,14.52,15988,0.87,18,drizzle,snowy
2024-08-17 12:05:04+03,Nanyuki,0.00744,37.07223,15.24,34,903,10.85,12295,0.83,81,clouds,light rain
2024-06-07 12:41:10+03,Lamu,-2.26956,40.90064,38.61,24,920,7.45,17897,0.69,10,rain,snowy
2024-09-02 13:39:26+03,Londiani,-0.16347,35.59314,25.73,18,1050,18.07,13847,0.16,4,snow,hazy
2024-08-10 17:45:44+03,Embu,-0.53884,37.45964,30.49,7,932,6.93,9872,0.06,28,rain,thunderstorms with light rains
2024-06-06 09:25:58+03,Siaya,-0.09982,34.27470,24.43,18,998,4.61,13870,0.74,55,rain,heavy snow
2024-09-27 04:16:29+03,Kajiado,-2.09808,36.78195,38.74,34,937,14.88,528,0.8,83,drizzle,hazy
2024-08-12 08:41:09+03,Molo,-0.24884,35.73237,37.15,47,992,7.69,18725,0.03,66,rain,moderate rain
2024-07-28 22:54:23+03,Embu,-0.53884,37.45964,21.94,46,1035,13.84,7178,0.07,40,rain,sunny
2024-08-16 17:46:45+03,Konza,-1.77758,37.10977,39.67,38,967,2.75,10450,0.43,69,clouds,thunderstorms with light rains
2024-08-01 07:52:36+03,Eldoret,0.51428,35.26978,24.64,91,1079,10.37,5532,0.66,57,drizzle,stormy
2024-07-14 19:52:51+03,Kakamega,0.28273,34.75186,37.29,33,1066,8.11,10748,0.18,6,drizzle,sunny
2024-06-30 10:06:20+03,Kericho,-0.36890,35.28629,30.24,39,974,14.33,6410,0.13,60,rain,heavy snow
2024-06-18 00:36:21+03,Garissa,-0.45323,39.64610,19.25,44,907,16.6,19546,0.35,20,drizzle,heavy snow
2024-08-04 01:58:49+03,Garissa,-0.45323,39.64610,30.39,19,1084,3.01,16815,0.82,17,thunderstorms,thunderstorms
2024-08-21 20:18:56+03,Bungoma,0.56953,34.55838,33.18,78,887,10.51,3928,0.21,68,clear,windy
2024-08-18 16:27:42+03,Malindi,-3.21919,40.11689,21.21,52,957,8.98,6649,0.09,78,clouds,stormy
2024-08-29 20:23:17+03,Busia,0.46077,34.11146,22.28,36,1020,3.39,12142,0.52,21,snow,sunny
2024-08-17 15:36:27+03,Kihancha,-1.19398,34.61650,11.65,73,1076,1,6623,0.11,42,thunderstorms,windy
2024-09-11 14:56:57+03,Kitale,1.01909,35.00230,35.14,100,890,5.22,18674,0.17,78,snow,snowy
2024-07-19 20:50:02+03,Lodwar,3.11552,35.60408,14.5,30,887,3.48,18719,0.76,99,clear,cloudy
2024-07-26 14:11:13+03,Kisumu,-0.09170,34.76796,23.87,55,894,3.86,2915,0.97,76,clear,sunny
2024-07-23 11:14:59+03,Kakamega,0.28273,34.75186,16.44,13,875,11.48,10087,0.78,12,clouds,thunderstorms with light rains
2024-09-22 18:54:30+03,Kinango,-4.13934,39.31803,14.18,38,923,12.51,11676,0.63,67,drizzle,foggy
2024-09-12 02:27:19+03,Kitui,-1.37508,37.99521,15.54,79,1047,14.63,7923,0.99,2,clouds,cloudy
2024-08-03 00:08:41+03,Lamu,-2.26956,40.90064,38.05,98,973,3.62,2237,0.19,5,thunderstorms,cloudy
2024-09-05 16:28:04+03,Isiolo,0.35564,37.58331,20.4,50,917,4.92,5665,0.69,14,clouds,thunderstorms with light rains
2024-06-23 21:20:32+03,Bungoma,0.56953,34.55838,12.96,15,1053,10.23,17755,0.56,45,clouds,snowy
2024-09-27 23:42:15+03,Kilifi,-3.51065,39.90933,12.11,36,975,13.59,5150,0.68,52,clouds,heavy snow
2024-09-12 22:03:30+03,Eldoret,0.51428,35.26978,37.04,33,954,13.82,1498,0.78,69,snow,sunny
2024-09-28 19:28:24+03,Kitale,1.01909,35.00230,12.19,57,1018,10.25,19227,0.33,73,rain,stormy
2024-08-04 10:20:00+03,Embu,-0.53884,37.45964,23.67,16,923,11.69,3616,0.61,18,clouds,thunderstorms
2024-06-04 17:15:21+03,Machakos,-1.51768,37.26341,26.32,46,896,13.31,721,0.16,23,rain,light rain
2024-09-17 18:55:44+03,Kabarnet,0.49011,35.74342,11.92,82,1072,13.86,15911,0.52,12,clouds,heavy snow
2024-08-11 14:44:30+03,Bungoma,0.56953,34.55838,22.13,49,997,0.59,12216,0.56,64,drizzle,moderate rain
2024-06-18 14:43:43+03,Busia,0.46077,34.11146,15.76,11,1045,19.34,5082,0.55,52,rain,light rain
2024-09-16 02:00:24+03,Litein,-0.58262,35.19012,10.62,63,1023,8.78,11959,0.69,85,snow,hazy
2024-09-23 00:19:50+03,Moyale,3.53998,39.05284,12.99,36,1076,2.46,14467,0.26,60,drizzle,stormy
2024-06-08 07:18:33+03,Ol Kalou,-0.27270,36.37752,38.52,69,1041,10.41,12923,0.11,24,drizzle,thunderstorms
2024-08-10 15:01:31+03,Bungoma,0.56953,34.55838,17.03,9,1005,18.84,2160,0.1,60,drizzle,thunderstorms with light rains
2024-08-15 09:42:10+03,Ol Kalou,-0.27270,36.37752,23.94,5,961,5.09,6002,0.33,59,thunderstorms,stormy
2024-09-30 14:52:36+03,Siaya,-0.09982,34.27470,26.71,72,913,3.08,3305,0.3,9,clear,moderate rain
2024-07-14 02:51:21+03,Busia,0.46077,34.11146,32.93,20,1037,4.08,10938,0.36,78,thunderstorms,sunny
2024-07-04 13:38:45+03,Kitale,1.01909,35.00230,26.05,16,1075,6.72,19022,0.64,57,drizzle,thunderstorms
2024-10-05 18:59:32+03,Ol Kalou,-0.27270,36.37752,19.01,11,1070,11.49,4269,0.72,86,rain,sunny
2024-09-17 03:59:07+03,Kabarnet,0.49011,35.74342,16.48,76,919,14.56,7269,0.45,24,thunderstorms,partly cloudy
2024-10-04 13:46:47+03,Kabarnet,0.49011,35.74342,18.99,4,1041,9.43,4411,0.59,24,clear,thunderstorms
